longitude,latitude,title
-73.85236518,42.68996297,1 Crossgates Mall Rd. 12203 Albany USA
-73.81944318,42.70927778,131 Colonie Center 12205 Albany USA
-106.5715605,35.10550898,6600 Menaul NE 87110 Albuquerque USA
-77.04869558,38.80476788,614 King Street 22314 Alexandria USA
-96.66318268,33.13256138,820 West Stacy Road 75013 Allen USA
-84.29696473,34.04812033,1081 North Point Mall 30022 Alpharetta USA
-81.37959298,28.66661228,451 E Altamonte Drive 32701 Altamonte Springs USA
-78.41307158,40.46933937,5580 Goods Lane Suite #0758 Altoona
-78.82244608,42.98893517,730 Alberta Drive 14226 Amherst USA
-149.869478,61.14349208,800 E Dimond Blvd 99515 Anchorage USA
-76.55079248,38.98962517,2140 Annapolis Mall 21401 Annapolis USA
-88.47360948,44.26894197,4301 W Wisconsin Ave 54913 Appleton USA
-118.0537777,34.1347002,400 S Baldwin Ave 91007 Arcadia USA
-97.13204678,32.68085598,3811 South Cooper  Suite 1804 Arlington
-82.52855138,35.58102218,3 South Tunnel Road 28805 Asheville USA
-84.40881872,33.79163219,30363 Atlanta Atlanta USA
-84.47096178,33.88080048,1620 Cumberland Mall 30339 Atlanta USA
-84.34316508,33.92455908,4400 Ashford Dunwoody Road 30346 Atlanta USA
-84.09799578,33.69918948,2929 Turner Hill Road  Suite 2750 Atlanta
-87.62688373,41.88188163,116 North Michigan Avenue  Suite #215 Atlantic City
-122.2458647,47.29807907,1101 SuperMall Way 98001 Auburn USA
-83.30341168,42.70301947,4696 Baldwin Road 48326 Auburn Hills USA
-82.08099378,33.46362228,3450 Wrightsboro Road 30909 Augusta USA
-88.21124248,41.75657837,1276 Fox Valley Center 60504 Aurora USA
-104.7070729,39.6015703,6155 S. Main Street 80016 Aurora USA
-97.72867628,30.40169488,11410 Century Oaks Terrace 78758 Austin USA
-80.14725768,25.95729658,19501 Biscayne Boulevard 33180 Aventura USA
-119.0375104,35.33807298,3001 Ming Ave Suite 540 93304 Bakersfield USA
-76.46929708,39.37457377,8200 Perry Hall Blvd  Suite 1325 Baltimore
-91.09012708,30.38963898,6401 Bluebonnet Blvd. 70836 Baton Rouge  LA
-66.16527734,18.40677969,725 West Main Avenue 00961 Bayamon USA
-81.54145189,41.47550964,44122 Beachwood Beachwood USA
-94.16388638,30.12405148,6155 Eastex Fwy #200 77706 Beaumont USA
-97.94530388,30.30972198,12912 Hill Country Boulevard  Suite D2-145 Bee Cave
-122.4923081,48.7858027,1 Bellis Fair Parkway 98226 Bellingham USA
-108.5818098,45.76540177,300 south 24th Street W 59102 Billings USA
-100.7875923,46.79732122,706 Kirkwood Mall  Building F Bismarck
-86.49663148,39.16177527,2894 E 3rd Street 47401 Bloomington USA
-93.24446608,44.85565053,118 Central Parkway 55425 Bloomington  MN
-80.81985428,32.24034588,1414 Fording Island Rd  Space #E150 Bluffton
-116.2813756,43.6075002,350 North Milwaukee 83704 Boise USA
-116.3556264,43.6212008,3600 E Fairview Ave 83642 Meridian USA
-88.04473538,41.71715247,619 East Boughton Road 60440 Bolingbrook USA
-71.07696408,42.35148088,100 Newbury Street 02116 Boston USA
-71.02505828,42.22173498,250 Granite Street 02184 Braintree USA
-93.21586838,36.64388798,1005 Branson Landing 65616 Branson USA
-117.88896,33.9148217,1058A Brea Mall 92821 Brea USA
-73.82862198,40.86437977,200 Baychester Avenue 10475 Bronx USA
-73.92302498,40.61040558,5100 Kings Plaza 11234 Brooklyn USA
-73.98733348,40.69081757,497-501 Fulton Street 11201 Brooklyn USA
-105.1333835,39.9324924,1 W. FlatIron Crossing 80021 Broomfield USA
-97.50507578,25.95341638,2370 N Expressway  Space I Brownsville
-78.76550038,42.91356927,1 Walden Galleria 14225 Buffalo USA
-83.98638788,34.06482798,3333 Buford Drive 30519 Buford USA
-118.3148303,34.1833318,201 E. Magnolia Boulevard  Suite 212 Burbank
-115.5112892,32.6652434,888 West 2nd Street  Suite D100 Calexico
-119.0637276,34.21750668,740 Ventura Boulevard 93010 Camarillo USA
-76.93469098,40.22263077,3506 Capital City Drive  Space #0728 Camp Hill
-118.6060235,34.18985893,6600 Topanga Canyon 91303 Canoga Park USA
-117.3346385,33.1781876,2525 El Camino Real  Space 114 Carlsbad
-104.8769307,39.41732917,5050 Factory Shops Blvd 80108 Castle Rock USA
-96.94410128,32.60250788,305 W. Farm to Market Road 1382 75104 Cedar Hill USA
-97.80850988,30.47090928,11200 Lakeline Mall Drive 78613 Cedar Park USA
-104.9653056,39.59218687,6851 S Gaylord St 80122 Centennial USA
-88.24496038,40.14254808,2000 North Neil Street #0490 61820 Champaign  IL
-111.9005946,33.30147038,3111 West Chandler Boulevard 85226 Chandler USA
-79.93652598,32.78272608,281 King Street 29401 Charleston USA
-80.83392118,35.15065238,4400 Sharon Road 28211 Charlotte USA
-80.85328708,35.35299258,6801 Northlake Mall Dr. 28216 Charlotte USA
-85.16090728,35.03400888,2100 Hamilton Pl Blvd 37421 Chattanooga USA
-75.02775828,39.94249498,2000 Route 38 08002 Cherry Hill USA
-76.22946028,36.77961288,1401 Greenbrier Parkway South  Building G Chesapeake
-90.80975322,38.63552243,63005 Chesterfield Chesterfield USA
-87.62691968,41.89803387,840 North Michigan Ave 60611 Chicago USA
-87.63448058,41.86888357,150 W Roosevelt Rd 60605 Chicago USA
-87.78576598,41.71553038,444 Chicago Ridge Mall 60415 Chicago Ridge  IL
-121.8077352,39.7289392,1950 E 20th Street 95928 Chico USA
-116.9690156,32.6244482,2015 Birch Road 91915 Chula Vista USA
-84.37341758,39.37137718,7140 Foundry Row 45069 Liberty Township USA
-117.9307274,33.9937648,1600 Azusa Ave 91748 City of Industry USA
-96.30585728,30.62519708,1500 Harvey Rd  Space#5020 College Station
-89.72214968,35.02407938,4674 Merchants Park Circle 38017 Collierville  TN
-77.4225139,37.25435021,Building G 23834 Colonial Heights USA
-104.7949419,38.94931738,1710 Briargate Blvd 80920 Colorado Springs USA
-76.86367008,39.21570358,10300 Little Patuxent Parkway 21044 Columbia USA
-92.37768898,38.96391327,2300 Bernadette Dr 65203 Columbia USA
-82.91703893,40.05171567,140 Easton Town Center 43219 Columbus USA
-82.98424628,40.14562418,1500 Polaris Parkway 43240 Columbus USA
-118.1550289,34.00594438,100 Citadel Dr 90040 City of Commerce USA
-83.47596258,34.25006008,800 Steven B Tanger Blvd 30529 Commerce USA
-80.72611848,35.37006888,8111 Concord Mills Blvd 28027 Concord USA
-122.0634725,37.96873507,313 Sunvalley Mall Road  Suite B-206 Concord
-91.66820529,41.69483979,52241 Coralville Coralville USA
-97.37551618,27.71161338,5488 S. Padre Island Drive  Space 7000 Corpus Christi
-117.8950484,33.69194128,3333 Bear Street 92626 Costa Mesa USA
-106.7453719,32.3106107,700 S Telshor Blvd 88011 Las Cruces USA
-118.3955063,33.985431,6000 Sepulveda Boulevard 90230 Culver City USA
-96.77404688,32.86873568,8687 North Central Expressway 75225 Dallas USA
-96.82146228,32.93109088,13350 Dallas Parkway 75240 Dallas USA
-122.4734148,37.6726595,16 Serramonte Center 94015 Daly City USA
-73.48314538,41.38031808,7 Backus Ave 06810 Danbury USA
-70.99405338,41.64153057,200 Dartmouth Mall  Unit #1396 Dartmouth
-90.57676788,41.56339267,320 West Kimberly Road  Suite 0016 Daveport
-84.05890588,39.76737708,2727 Fairfield Commons Dr 45431 Beavercreek USA
-84.22315208,39.63368188,2700 Miamisburg Centerville Rd 45459 Dayton USA
-81.06459888,29.19704508,1700 W International Speedway Blvd 32114 Daytona Beach USA
-81.10033188,29.21216698,1100 Cornerstone  Suite 590 Daytona Beach
-83.22503853,42.31685563,18900 Michigan Avenue 48126 Dearborn USA
-97.11126228,33.19036538,2201 I-35E South 76205 Denton USA
-104.992697,39.74287007,500 16th Street Suite 130 80202 Denver USA
-104.9548189,39.71681828,3000 East 1st Avenue 80206 Denver USA
-104.8944216,39.78312557,8216 Northfield Blvd 80238 Denver USA
-75.13551838,39.84652788,1750 Deptford Ave 08096 Deptford USA
-90.45021438,38.60082648,80 West County Center 63131 Des Peres USA
-86.42669278,30.39071498,4261 Legendary Drive 32541 Destin USA
-83.41816168,42.41386788,37700 Six Mile Road 48152 Livonia USA
-83.05205138,42.33497177,1505 Woodward Avenue 48226 Detroit USA
-84.74827218,33.72772448,6700 Douglas Boulevard 30135 Douglassville USA
-118.1221727,33.9357679,251 Stonewood Street #L01 90241 Downey USA
-83.13324608,40.07318138,5043 Tuttle Crossing Blvd 43016 Dublin USA
-77.42585068,39.03201358,21100 Dulles Town Circle 20166 Dulles USA
-78.94440398,35.90434238,6910 Fayetteville Rd Suite 2240 Durham
-74.12800729,40.82450316,07073 East Rutherford East Rutherford USA
-74.33756618,40.54664708,510 Menlo Park 08837 Edison USA
-116.9694021,32.8052282,415 Parkway Plaza 92020 El Cajon USA
-106.3832151,31.77372228,8401 Gateway Blvd. West 79925 El Paso USA
-106.587629,31.91213968,7051 S. Desert Blvd 79835 Canutillo USA
-74.17325788,40.65995338,651 Kapkowski Road 07201 Elizabeth USA
-122.2941153,37.83418727,5630 Bay Street 94608 Emeryville USA
-80.10138468,42.07046567,654 Millcreek Mall 16565 Erie USA
-117.0684149,33.0714191,200 E Via Rancho Parkway 92025 Escondido USA
-81.77716738,26.43470998,10801 Corkscrew Road  Suite 71 Estero
-123.1074184,44.06802847,293 Valley River Center 97401 Eugene USA
-77.36131208,38.86254968,11750 Fair Oaks Mall 22033 Fairfax USA
-122.0568297,38.26038407,1350 Travis Blvd 94533 Fairfield USA
-90.07384144,38.59648168,62208 Fairview Heights Fairview Heights USA
-72.76522008,41.72367928,31 Westfarms Mall 06032 Farmington USA
-111.9056497,40.9860956,320 N. Station Parkway 84025 Farmington USA
-78.96383118,35.07211068,419 Cross Creek Mall 28303 Fayetteville USA
-83.77051688,42.98107878,3425 South Linden Road 48507 Flint USA
-79.83507998,34.19153648,2701 David McLeod Boulevard Unit #1119 29501 Florence  SC
-87.68327233,30.37541108,2601 S. McKenzie Street  Space No.200 Foley
-121.1231062,38.64960207,410 Palladio Parkway  Ste 1609 Folsom
-105.0763529,40.54292067,215 E Foothills Pkwy #220 80525 Fort Collins USA
-80.11561968,26.13712898,2414 E Sunrise Blvd 33304 Fort Lauderdale USA
-80.32467198,26.14873848,12801 W Sunrise Boulevard 33323 Sunrise USA
-85.13805138,41.11336678,4201 Coldwater Rd 46805 Fort Wayne USA
-97.40061848,32.67832738,4800 S Hulen St  Unit # 2380 Forth Worth
-97.28291278,33.02106178,15829 North Freeway  Suite 180 Forth Worth
-86.81574968,35.95711598,1800 Galleria Boulevard 37067 Franklin USA
-77.40738538,39.38253017,5500 Buckeystown Pike Suite 0432 Frederick
-77.51541708,38.29245678,137 Spotsylvania Mall 22407 Fredericksburg USA
-74.23311298,40.15617978,3710 Route 9   Space #C236 Freehold
-119.7909334,36.8488071,110 El Camino 93720 Fresno USA
-119.7795037,36.8068679,559 E Shaw Avenue 93710 Fresno USA
-95.15081798,29.54194388,500 Baybrook Mall 77546 Friendswood USA
-96.81409478,33.09820478,2601 Preston Road Suite 2240 75034 Frisco USA
-81.71430018,35.08197818,1 Factory Shops Blvd  Unit 825 Gaffney
-82.41342538,29.65801748,6419 Newberry Road 32605 Gainesville USA
-73.61642608,40.73824847,630 Old Country Road 11530 Garden City USA
-121.6511715,37.0091463,95020 Gilroy Gilroy USA
-118.2598383,34.14462378,891 Americana Way 91210 Glendale USA
-87.91701348,43.12228217,5765 North Bayshore Drive 53217 Glendale USA
-112.2684398,33.5353032,6800 N. 95th Avenue 85305 Glendale USA
-112.2275443,33.64200928,7700 West Arrowhead Towne Center 85308 Glendale USA
-85.58984718,42.91500858,3195 28th Street SE 49512 Grand Rapids  MI
-85.67416988,42.80968727,350 84th Street SW 49315 Byron Center  MI
-85.79247557,42.90361001,49418 Grandville Grandvillie USA
-97.04377838,32.96822998,3000 Grapevine Mills Parkway 76051 Grapevine USA
-79.83997633,36.03935148,236 Four Seasons Town Centre 27427 Greensboro USA
-79.51076528,40.30075907,5256 Route 30  Space 240 Greensburg
-96.25296833,41.09894528,21209 Nebraska Crossing Drive  Space No. T101 Gretna
-89.10107338,30.42915748,1000 Factory Shops Boulevard 39503 Gulfport USA
-87.95711108,42.38856668,6170  Grand Avenue 60031 Gurnee USA
-77.77207178,39.62470618,17301 Valley Mall RoadSpace #0165  Hagerstown
-76.39621178,37.04357138,2521 McMenamin Street 23666 Hampton USA
-76.72828778,39.15748378,7000 Arundel Mills Circle 21076 Hanover USA
-122.5744068,45.4341676,12000 SE 82nd Ave. Suite 1065 97086 Happy Valley USA
-96.99400878,32.709518,925 E Market St  Space #0323 Harrisonburg
-122.1039919,37.65121042,One Southland Mall Drive  Space 324 Hayward
-115.0440097,36.0669808,1300 West Sunset Road 89014 Henderson USA
-80.32112768,25.86803118,1675 W 49th St 33012 Hialeah  FL
-81.30740048,35.70319868,1960 Highway 70 SE #244 28602 Hickory USA
-73.53165948,40.77282547,906 Broadway Mall 11801 Hicksville USA
-122.8809463,45.53799257,19350 NW Emma Way 97124 Hillsboro USA
-72.64354558,42.16763017,50 Holyoke Street 01040 Holyoke USA
-157.8302453,21.27901058,2270 Kalakaua Avenue 96815 Honolulu USA
-86.80979298,33.37894388,2000 Riverchase Galleria 35244 Hoover USA
-95.54103318,29.96040868,1156 Willowbrook Mall 77070 Houston  TX
-95.81153408,29.77552188,5000 Katy Mills Circle Space 619 77494 Katy  TX
-95.46658538,29.73719448,5135 W Alabama  Space 5221 Houston
-95.39609048,29.55265078,11200 W Broadway St 77584 Pearland  TX
-84.00108228,42.62257768,1475 N. Burkhart Road  Suite E150 Howell
-95.27242818,30.00948428,20131 US-59  Humble
-117.9993422,33.65437598,21060 Pacific Coast Highway  Suite G100/G200 Huntington Beach
-86.67533758,34.71734488,340 The Bridge Street 35806 Huntsville USA
-76.95768668,38.96834617,3500 East-West Highway Space#1024 Hyattsville
-94.37191996,39.04808172,18801 East 39th Street South  Room J08A Independence
-86.06756768,39.90922727,6020 East 82nd Street 46250 Indianopolis USA
-117.7456776,33.65016083,890 Irvine Spectrum Center Drive 92618 Irvine USA
-90.13150628,32.40312328,1200 E Countyline Road 39157 Ridgeland USA
-81.55617518,30.18455648,10300 Southside Blvd 32256 Jacksonville USA
-74.04018178,40.72684058,30 Mall Dr W 07310 Jersey City USA
-88.16774558,41.57624727,3340 Mall Loop Dr 60431 Joliet USA
-94.47570618,37.09043988,101 North Rangeline Road Building H Joplin
-94.82752118,39.12575227,1803 Village West Parkway  Suite M-103 Kansas
-94.59491328,39.04251618,440 West 47th Street 64112 Kansas City USA
-94.40440438,38.92828617,840 NW Blue Pkwy 64086 Lee's Summit USA
-158.0568562,21.3351102,91-5431 Kapolei Parkway 96709 Kapolei USA
-84.56666318,34.01770988,400 Ernest W Barrett Pkwy NW 30144 Kennesaw USA
-97.71869768,31.09338018,2100 South W S Young Drive  Suite 1090 Killeen
-75.39291758,40.08931757,160 N Gulph Rd 19406 King of Prussia USA
-84.04058588,35.92448528,7600 Kingston Pike 37919 Knoxville USA
-86.85259068,40.39154367,2415 Sagamore Pkwy South 47905 Lafayette USA
-92.07787308,30.17121238,5725 Johnston S 70503 Lafayette  LA
-73.13170928,40.86574088,118 Smith Haven Mall 11755 Lake Grove USA
-81.98011998,28.09281498,3800 US Hwy. 98 N. 33809 Lakeland USA
-105.1575067,39.7321451,14500 W Colfax Ave 80401 Lakewood USA
-118.1417231,33.85060938,500 Lakewood Center Mall 90712 Lakewood  CA
-76.34117328,40.06741357,142 Park City Center 17601 Lancaster USA
-76.22457678,40.02651648,311 Stanley K Tanger Blvd  Space #1540 Lancaster
-74.88318398,40.18312058,23 East Lincoln Highway 19047 Langhorne USA
-99.50207598,27.55174658,5300 San Dario Ave.  Space D Laredo
-99.51211638,27.50178658,1600 Water Street  Suite #B320 Laredo
-115.1804516,36.0670446,6611 Las Vegas Blvd Suite 159 89119 Las Vegas USA
-115.1723998,36.10965633,3663 Las Vegas Blvd 89109 Las Vegas USA
-115.1785371,36.11824213,3500 Las Vegas Blvd South 89109 Las Vegas USA
-115.3346076,36.1505629,1940 Park Centre Drive 89135 Las Vegas USA
-74.68392928,40.29076058,3320 Brunswick Pike  1239A and ST04 Lawrenceville
-84.08169078,33.98112278,5900 Sugarloaf Pkwy.  209A Lawrenceville
-118.942863,34.98444088,5701 Outlets at Tejon Parkway  Suite 190 Lebec
-86.59807508,33.54849068,6200 Grand River Blvd East Suite 216 Leeds
-111.8848582,40.43408948,3700 North Cabelas Blvd 84043 Lehi USA
-84.52932258,37.99061088,3401 Nicholasville Rd 40503 Lexington USA
-96.63866998,40.81581172,98 Gateway Mall 68505 Lincoln USA
-92.34500048,34.75336238,6000 W. Markham Drive  Space D Little Rock
-92.41012458,34.66085118,11201 Bass Pro Parkway - Suite #N101 72210 Little Rock  AR
-105.0977535,39.6119331,8501 W Bowles Ave 80123 Littleton USA
-121.8471649,37.698556,2774 Livermore Outlets Dr 94551 Livermore USA
-74.35617068,40.77716247,112 Eisenhower Parkway 07039 Livingston USA
-88.00999153,41.83915933,370 Yorktown Center 60148 Lombard USA
-118.1965271,33.76480658,37 Aquarium Way 90802 Long Beach USA
-94.75290488,32.53933028,3500 McCann Rd 75605 Longview USA
-118.379682,34.0753308,8500 Beverly Blvd 90048 Los Angeles USA
-118.2633478,34.0494228,735 South Figueroa Street Suite 303 90017 Los Angeles USA
-118.4210547,34.05900308,10250 Santa Monica Blvd 90067 Los Angeles USA
-118.0846343,34.0360444,1852 Montebello Town Center Drive 90640 Montebello USA
-85.61210528,38.24704617,7900 Shelbyville Road 40222 Louisville USA
-85.95695635,38.18847209,1155 Buck Creek Road  Suite K-1000 Louisville
-85.67268118,38.14135297,4801 Outer Loop 40219 Louisville USA
-101.9273679,33.53927488,6002 Slide Rd 79414 Lubbock USA
-122.2763312,47.82766887,3000 184th Street SW 98037 Lynwood USA
-83.71820018,32.92723098,5080 Riverside Drive  Suite 214 Macon
-89.50870048,43.05618087,52 West Towne Mall 53719 Madison USA
-89.30738658,43.12506608,89 East Towne Mall  Space H Madison
-77.50787398,38.77192767,8300 Sudley Road 20109 Manassas USA
